FCID,ANNPRE,ANNTMP,AUGMAXT,CONTPRE,CVPRE,DECMINT,DIFTMP,SMRTMP,SMRTP,ASPTR,DEM,PRR,SLPPCT,TPI450,TC1,TC2,TC3,NBR
54872,752,997.1111,2681.8889,632.4444,8539.1111,-9.3333,2691.6667,1555.5556,275.1111,30.6667,992,20171.8889,63.4444,10.6667,240.6667,160.5556,-55.8889,641.7778
54873,714,1177,2800,444,9173.2222,162,2637.8889,1708,340,61.6667,231,15060.7778,28.3333,33.2222,157.5556,118.7778,-22.6667,734.3333
54874,715,1170.5556,2785.1111,442,9179.8889,166,2619,1699.5556,337.4444,17.7778,242.4444,18468.6667,21,14.1111,231.1111,178.1111,-34.2222,736.6667
54875,716.6667,1136.4444,2752.8889,587,8823.1111,123.5556,2629.3333,1673.3333,316,104.8889,353.6667,16101.4444,15.7778,62.4444,198.4444,168.4444,-19,792.3333
54876,712,1117.7778,2716,574.5556,8823,97.4444,2619,1652,315.1111,86.2222,334,19007.3333,31.8889,45,216.5556,159.8889,-45.2222,681
54877,712,1126,2729.2222,571.1111,8833.8889,109,2620.1111,1658.4444,317,168.8889,315.2222,14590.2222,15.1111,21.1111,237,169.8889,-54.6667,660.5556
54878,711.6667,1149.6667,2774.3333,528.6667,8967.1111,133,2641.4444,1687.2222,326.7778,91.7778,268.3333,18857.7778,25.3333,11.1111,221.4444,191.4444,-22.8889,795.3333
54879,712,1137.5556,2738,535.3333,8952.1111,143.2222,2594.5556,1673.5556,323,70,352.4444,18621.2222,20.3333,31.8889,261,189.6667,-60.7778,676.4444
54880,713,1124.6667,2705.5556,515.6667,9004.1111,152,2553.5556,1657.3333,321.5556,147.3333,382.4444,17563.1111,27.8889,35.1111,200.3333,153.7778,-34.2222,730.7778
54881,713,1148,2767,542.7778,8921.7778,132.5556,2634.5556,1684.4444,324,9,240.2222,18852.4444,54.5556,-35.5556,203.3333,155.1111,-29.7778,730.8889
54882,716,1114,2685,530.8889,8969.3333,156,2529,1645,317,41,342.4444,13592,30.3333,-72.8889,172.3333,133.3333,-24.5556,736.4444
54883,717,1101.3333,2661.1111,531.6667,8958.8889,152.3333,2508.5556,1631.6667,314,143.6667,535.3333,13500.7778,33.6667,91,180,144.6667,-26,756.7778
54884,718,1119.6667,2685.5556,544.6667,8918,160.6667,2525,1647.6667,314.6667,58.6667,452.2222,20757,67.3333,75.6667,247.4444,200.5556,-36.5556,749.5556
54885,720,1136.8889,2727.2222,526.3333,8950.7778,159,2568.1111,1667.3333,318,2,291.7778,18279.5556,24.1111,-6.3333,200.3333,160.4444,-25,759.6667
54886,718,1134,2704.4444,506.6667,8995,168.2222,2536.1111,1655.5556,319.4444,46.4444,430.2222,17404.1111,22.1111,86.6667,194.4444,143.1111,-34.1111,700.3333
54887,718,1143.7778,2747.4444,495.2222,9014.5556,161.1111,2586.2222,1673.3333,324,150.2222,364.4444,12096.5556,42.4444,102.1111,139.5556,107.6667,-17,756.7778
54888,717.5556,1145.3333,2749.1111,489.2222,9031.4444,154.3333,2594.6667,1675.8889,325.6667,158.7778,220,14641.5556,59.6667,-49.4444,212.5556,178.7778,-23.6667,786.4444
54889,718,1106.4444,2672.6667,511.7778,9008.5556,157.1111,2515.6667,1634.3333,317,8.3333,366.4444,16868.1111,23.5556,-47.1111,178.8889,141.5556,-23,760.6667
54890,717,1100.5556,2666.2222,513,9011,151.4444,2514.7778,1629.6667,316.6667,15.3333,512.5556,19997.3333,38.1111,53.7778,192,150.2222,-26.2222,742.1111
54891,715,1121.2222,2705.3333,510.7778,9017,155,2550.3333,1652.3333,322,143.6667,458.1111,16490.6667,46.1111,98.6667,181.4444,144.5556,-22.8889,761.2222
54892,715.7778,1114.3333,2689.6667,512.7778,9013.3333,155.5556,2534.1111,1645.3333,320.5556,175.2222,452.2222,14017.3333,26.8889,31.7778,184.1111,147.3333,-24.3333,752.7778
54893,717,1102,2662.8889,515,9010,157,2506,1630.1111,316.5556,104.6667,545.7778,16377.3333,33.3333,50.2222,173.2222,138.5556,-20.8889,767.7778
54894,726,1092.1111,2609.2222,511.5556,8970,192.3333,2417,1599.5556,303.5556,77.7778,647.5556,18630.1111,22.8889,49.6667,193.3333,150.2222,-26.1111,744.7778
54895,726,1097.7778,2627.3333,493.3333,9013.6667,191.3333,2436.1111,1608.6667,306.7778,38.2222,617.6667,16629.7778,14.5556,21.6667,176.6667,135.6667,-24.4444,732.8889
54896,721,1107,2660.1111,475.3333,9055.2222,164.1111,2496,1631.8889,316.8889,70.8889,481.1111,19808.6667,54.6667,47.6667,218.1111,178,-27.2222,770.7778
54897,719,1113,2682.1111,475,9049.7778,165.6667,2516.3333,1640.1111,319.4444,97.4444,569.6667,17986.4444,42,99.8889,207.3333,169.4444,-22.4444,767.3333
54898,717.8889,1109.5556,2662.1111,456.7778,9052.4444,175.3333,2486.8889,1633.1111,321.1111,51.8889,546.3333,19392.8889,47.7778,74.6667,200.1111,158.8889,-26.2222,749
54899,713,1155.2222,2785.1111,552.4444,8869.2222,126.4444,2659,1693,324,50.2222,183.4444,18342.5556,28.5556,-55.5556,307.1111,214.6667,-88.1111,626.8889
54901,724.1111,1097.4444,2632.6667,511.7778,8977.4444,173,2459.8889,1616.6667,307.6667,31.7778,577.1111,16355.1111,27.8889,45.3333,240,175,-49.1111,703.6667
54902,726,1094,2629.8889,488.6667,9017,178.7778,2451.1111,1610,307.3333,38.2222,655.3333,16962.8889,11.6667,74.4444,218.4444,178.8889,-26.8889,765.6667
54903,724,1102.4444,2653.8889,483.5556,9020.5556,170.2222,2483.6667,1627,312.4444,95.4444,504.4444,15070.2222,18.7778,2.6667,200.2222,170.5556,-17.6667,794
54904,715,1112.2222,2682.4444,503,9003.7778,153.2222,2529,1639.2222,318.7778,39.8889,395.8889,16320.8889,18,8,175.5556,141,-20.4444,767.2222
54905,714,1108.2222,2680.4444,503.1111,8998.5556,146.8889,2533.7778,1636.4444,319,72.2222,475.7778,15731.6667,15.7778,44.5556,168.5556,134,-18.8889,763.6667
54906,711.2222,1125,2718,543.3333,8897.3333,121.5556,2596.3333,1657.5556,320,23.5556,312.6667,20758.5556,51.8889,23.6667,224,176.8889,-40.4444,726.2222
54907,715,1101.3333,2667.1111,509.2222,9025.4444,148.8889,2518.3333,1629.3333,318,26.4444,546.5556,17383.4444,42.2222,91.3333,186.4444,131.5556,-34.6667,684.8889
54908,715.8889,1108.5556,2684.6667,497.3333,9013.8889,152,2532.3333,1639.1111,319.6667,73.8889,453.2222,15278.2222,16.5556,12.3333,224.6667,189.1111,-28,771.4444
54909,714,1112,2701.6667,499.3333,9002,149.4444,2552.2222,1643.6667,321,91.6667,462.6667,15061.7778,18.8889,50.1111,199,152.4444,-27.8889,740.1111
54910,719,1085.4444,2627.7778,510,8996.5556,165.7778,2462.1111,1603.1111,308.5556,102,659.7778,19742.7778,57,67.7778,212,176.8889,-20.3333,791.4444
54911,720,1087.3333,2600.4444,521.4444,8968.4444,199.3333,2401,1589.6667,304,21,693.8889,19141.8889,28.4444,33.8889,202.8889,156.3333,-30.1111,733.2222
54912,724.6667,1099.8889,2633.5556,531,8944,177.1111,2456.2222,1617.3333,306,124,606.2222,13644.2222,25.5556,59.6667,162.6667,131,-18.3333,766.1111
54913,724.1111,1098.5556,2629.2222,532,8942.1111,181.6667,2447.5556,1613.4444,305.2222,64.1111,608.2222,19169.8889,31,43.7778,203.7778,171.3333,-20.7778,790.4444
54914,721.8889,1092,2623,524.6667,8914.2222,191,2432.3333,1602,305.1111,10,625.6667,18618.4444,17.6667,35.1111,201.1111,167.5556,-17.1111,795.8889
54915,722.8889,1093,2623,528.5556,8926.6667,192.2222,2430.6667,1602.7778,304.2222,46.2222,631.8889,16165.2222,21.8889,26,175.8889,141.3333,-20.2222,765.4444
54916,715.6667,1096.7778,2636,503.6667,8964.5556,170.3333,2465.4444,1613.6667,312.2222,73.7778,592.6667,16371.2222,15.6667,56.7778,167.1111,142.2222,-12.8889,804.4444
54917,715.3333,1096.6667,2634.7778,503.6667,8967.3333,171.3333,2463.1111,1612.6667,312.1111,61.6667,589.6667,18108.5556,22.2222,48.8889,195.5556,167.2222,-16.1111,803.2222
54918,718,1161,2786.7778,537.2222,8941,148.2222,2638.4444,1696,324.2222,4.8889,176.5556,16618.8889,26.2222,-57.5556,197.1111,160.5556,-26.1111,757.6667
54919,718,1128,2699,530.2222,8954,169.3333,2529.6667,1655.4444,317,172.3333,438.2222,11126.7778,51.3333,55.3333,192.6667,156.2222,-24,765.2222
54920,718,1129.6667,2706,518.2222,8978.2222,163.3333,2542.8889,1656,317.8889,4.7778,259.3333,18716.2222,35.5556,-63.4444,248.1111,222.6667,-27,804
54921,721,1110.1111,2659.1111,530.4444,8949.8889,169.7778,2489.6667,1635.7778,311,100.7778,498.3333,17330.5556,23,49.4444,221.6667,170.3333,-36,717.8889
54922,719,1126.5556,2698.5556,527.8889,8955.6667,166.1111,2532.4444,1653.5556,316.1111,41.4444,443.2222,19058.1111,38.5556,67.5556,208.4444,166.5556,-31.2222,737.3333
54923,716,1123,2681.2222,508.3333,9006.3333,172.3333,2508.8889,1649.8889,319.3333,49.1111,446.2222,19132.1111,29.4444,64.3333,216.5556,183.1111,-23.2222,785.8889
54924,715,1154.7778,2769.7778,504.7778,9020.2222,163.7778,2605.7778,1685.3333,327.5556,16,215.7778,15403.2222,42.3333,-45.7778,191.8889,159.6667,-25.4444,770
54925,714,1164.6667,2773,508.2222,9008.4444,154.8889,2617.8889,1690.7778,328.7778,64.6667,201.6667,19641.8889,59.2222,-14.5556,232.6667,188.2222,-34.6667,757
54926,714.4444,1164,2781.2222,508.4444,9009,159.4444,2621.7778,1693,328.8889,190.2222,266.2222,12394.5556,61.1111,76.6667,199.6667,153.2222,-30.7778,728.5556
54927,717,1164,2780.8889,502.6667,9018,143.4444,2637.3333,1692.8889,328,17.4444,150.4444,18069.3333,41,-58.1111,243.3333,197,-47.5556,728.3333
54928,717,1139.3333,2721.7778,507.4444,9006.1111,160.3333,2561.5556,1662.2222,321.2222,102.6667,296.3333,18692.2222,49.4444,54.2222,223,177.6667,-31.1111,741.7778
54929,707,1129.4444,2707,518.5556,8970.3333,158,2549,1657.1111,325,134.8889,334.8889,17913.7778,30.4444,-13.4444,189.2222,147.7778,-23,762.6667
54930,709.6667,1122,2689.6667,518.6667,8962.5556,164.5556,2525.1111,1647,321.8889,139.6667,374.2222,17255.5556,24.1111,-22,220.5556,182.5556,-21.3333,786
54931,723.8889,1131.2222,2800.3333,607,8677,90.8889,2709.4444,1691.6667,314,44.3333,523.2222,17174.1111,28.1111,25.2222,221.7778,183.2222,-24.6667,773.7778
54932,724,1119.7778,2769.7778,605.2222,8681.3333,101.1111,2668.5556,1674.7778,311.2222,114.7778,576.4444,11404.8889,52,56.7778,134.2222,104.7778,-11.8889,768.1111
54933,721.8889,1131.2222,2806,599,8694.7778,90.3333,2715.7778,1689.6667,316,107.5556,422.8889,11651.5556,44.1111,-32.7778,203.7778,130.1111,-42.8889,645
54934,719.4444,1131.8889,2806.3333,598.6667,8698.8889,92.3333,2713.7778,1689,316.8889,199.2222,504.2222,11709.7778,51.6667,60.1111,210.3333,162.3333,-32.5556,724.4444
54935,690,1150.7778,2769.3333,566,8717,114.7778,2654.6667,1685.7778,336.2222,147.4444,281.4444,16917,13.8889,69.7778,256.8889,154.2222,-74.5556,601.5556
54936,714.3333,1109.7778,2719.6667,601,8729.3333,67,2652.5556,1649.2222,312,134,270.5556,14606.3333,16.8889,-31.2222,179.5556,140.4444,-30.1111,735.8889
54937,714,1138.7778,2773,593.3333,8762.5556,91.3333,2681.7778,1673,317,87.8889,254.7778,14850.8889,31.7778,36.1111,193.1111,152.7778,-33.8889,736.1111
54938,713,1123.2222,2739.8889,593,8761,78.3333,2661.3333,1658.6667,314,31.7778,283.2222,18248.6667,13,13.4444,195.5556,153.1111,-31.8889,733.2222
54939,714,1131.7778,2758,593,8759.3333,83.2222,2675.1111,1666.4444,316,119.1111,169.6667,17457.4444,35,-45.7778,234.2222,197.1111,-41.6667,747.7778
54940,713,1146.4444,2781.3333,592,8763,99.8889,2681.8889,1677.7778,318,8.8889,229,19799.6667,35.3333,48.2222,226.2222,181.3333,-35.8889,732.7778
54941,717,1114.2222,2734.5556,604.3333,8702.5556,64.1111,2670.3333,1645.7778,307.8889,61.3333,203.5556,15812.6667,14.2222,-58.5556,204.7778,169.5556,-31.2222,759.4444
54942,719,1087,2656.5556,607.6667,8698.6667,89.2222,2567.2222,1611,300,37.1111,424.3333,19160.8889,22.5556,23.5556,211.7778,171.2222,-28.6667,757.7778
54943,720,1088,2678.5556,618.5556,8639.1111,62.7778,2616,1619.5556,300.5556,55.6667,400.2222,15876.7778,20.1111,37.2222,179,135.4444,-29,708.2222
54944,721,1095,2691.7778,596,8799.1111,65.2222,2626.2222,1627.6667,303,162.7778,385.6667,12353.4444,36.5556,32.4444,212.7778,155.6667,-40.1111,708.1111
54945,715,1102.6667,2707.4444,593,8785.1111,61,2646.3333,1634.6667,308.3333,65.4444,225.7778,16133.1111,32.2222,-44,173.4444,133.1111,-31.7778,722.1111
54946,714,1117.6667,2732.8889,590.6667,8765.2222,72.6667,2660.3333,1647.3333,311.6667,150.8889,327,13376.5556,25,70.7778,176,145.2222,-23.2222,759.5556
54947,716.3333,1105.3333,2702.3333,599.6667,8744.4444,74.1111,2627.8889,1633.3333,306,73.1111,303.3333,14233,31,-13.8889,214.6667,170.3333,-33.7778,735.2222
54948,716,1142,2720.5556,494,9031.6667,173,2547.4444,1666,325,158.8889,320,8440,63.1111,23.5556,222.4444,196.6667,-22.7778,801.1111
54949,717,1147.1111,2728.7778,490.8889,9037.6667,171.6667,2557.2222,1671.7778,326.1111,6.2222,231.8889,17338.4444,21.6667,-20,166.8889,141.8889,-18.2222,788.3333
54950,715,1168.4444,2797.4444,499.1111,9034.6667,155.8889,2641.7778,1700.5556,331,164.4444,302,11637.1111,51.3333,81,139.7778,111.3333,-16.1111,768.8889
54951,715,1182,2790,498,9026.4444,162.5556,2627.5556,1707.4444,333,92.7778,94.4444,17784,45,-62.8889,266.8889,221.7778,-47.4444,742
54952,717,1157.4444,2751.1111,498,9016.6667,169.4444,2581.6667,1682.1111,326.7778,75.6667,146.3333,17324.3333,70.3333,-89.1111,269.5556,218,-55,722.3333
54954,737,962.1111,2635.6667,737,8281.5556,-41.3333,2678,1521.1111,268.7778,193.3333,1094,10462.2222,53.2222,102.8889,151.7778,116.3333,-19.5556,749.3333
54955,747,966.3333,2637,697.3333,8371.6667,-23.3333,2661.2222,1520.7778,267.5556,18.6667,1038.8889,18694.2222,25.3333,51.5556,216.1111,157.3333,-35.7778,714.5556
54956,705,1164.6667,2798.2222,434.6667,9220.1111,149.6667,2648.4444,1701.3333,344.8889,160.3333,287.3333,15114.6667,12,39.8889,175.2222,144.7778,-17.6667,784.4444
54957,707,1161.4444,2795.4444,443,9166.3333,143.5556,2651.8889,1700.2222,342.3333,61.7778,281.8889,15016,29.8889,8,136.6667,108.5556,-14,769.6667
54958,709,1172.3333,2806.4444,446.8889,9150,160.6667,2646,1710.6667,343.3333,147.4444,318.3333,13180,26.8889,45.3333,134.6667,102.4444,-15.6667,747.3333
54959,707.7778,1214.1111,2876.6667,442.6667,9160.4444,173,2703.6667,1749.8889,353,153,88.1111,11413.1111,32.5556,-58.5556,133,84.7778,-25,684.6667
54960,705,1190.4444,2832.8889,426.6667,9247.6667,157.8889,2675,1722.6667,349.6667,129.3333,173.1111,9094.5556,64.6667,-9.3333,125.4444,101.2222,-14.3333,773.2222
54961,708,1194.4444,2843.6667,443.1111,9158.2222,159.6667,2684.1111,1728.3333,348.7778,72.4444,171,13564.4444,46,14.2222,151.2222,121.2222,-16.6667,774.2222
54962,714,1166.4444,2794,436,9182.1111,151.2222,2643,1700.6667,339,45.5556,182.8889,19099.5556,45.7778,-17,205.7778,161.2222,-32.3333,742.7778
54963,713,1184,2818.8889,435,9187.3333,168,2651,1716.3333,343.2222,150.6667,253.3333,9146,56.1111,69.4444,161.4444,127.8889,-19,767.8889
54964,718,1139,2713.3333,436.3333,9196.6667,177,2536.1111,1666,330,188,370.3333,15876.4444,17.5556,28.7778,189.2222,153.6667,-20.6667,774.5556
54965,720,1143.4444,2727.5556,440,9204.4444,177.1111,2550.3333,1670.6667,329,184,329.5556,16296.3333,16.2222,-2.2222,197,159.6667,-21.3333,776.4444
54966,719,1140,2720.6667,440.6667,9200.2222,175,2545.6667,1669,329,31.1111,352.2222,19646.5556,29.1111,14.7778,192.5556,161.5556,-16.7778,797.7778
54967,717,1141.3333,2724.7778,434.8889,9206.2222,174.5556,2550.2222,1670.3333,331,116.3333,395.2222,18062.3333,23.6667,57.1111,188.8889,151.2222,-23,765.2222
54968,713.8889,1151.7778,2754.4444,434,9220,172.1111,2582.3333,1685.7778,336.2222,62.3333,405.8889,15813.6667,26.8889,73,164.7778,136.7778,-17.4444,782.1111
54969,715,1145.8889,2743.5556,435,9210.4444,169.3333,2574.3333,1678.3333,333.8889,92.8889,384.7778,20250.7778,71,45.5556,225.7778,185.1111,-33.4444,751.8889
54970,706,1214,2865.4444,437.3333,9175.8889,179.7778,2685.5556,1744.3333,354,130.5556,194.7778,18057.1111,37.1111,23,199.8889,161.2222,-26.7778,765.6667
54971,711,1172,2777,446,9129,184.1111,2592.7778,1698.6667,340.1111,7.1111,132.5556,20006,46.7778,-50.4444,208.4444,174.8889,-24.4444,782
54972,708,1202.3333,2841,454.6667,9058.5556,183.8889,2656.8889,1729.3333,347.6667,169.5556,84.2222,15354.2222,39.4444,-42.7778,249.3333,202.7778,-40,742.8889
54973,711.5556,1195.7778,2829.5556,446,9090.8889,184.1111,2645.3333,1722.3333,344.8889,194.4444,133.3333,13288.8889,23.7778,1.1111,175,145.6667,-17,787.1111
54974,713,1213.8889,2852.1111,441.3333,9119,196.6667,2655.3333,1735.3333,346.8889,199.3333,87.1111,13365.2222,24.8889,-39.8889,199.1111,152,-34.1111,723.8889
54975,712.2222,1200.4444,2824.1111,448.3333,9142,187.7778,2636.5556,1723.4444,344.3333,199.7778,104.5556,11320,46.7778,-20.7778,170.2222,125.5556,-31.3333,707.4444
54976,712,1207.3333,2831,446.6667,9148.3333,195,2636,1729.2222,345.6667,198.2222,110,10543.1111,51,-10.8889,161.2222,120.6667,-27.8889,717.7778
54977,715,1161.6667,2776.1111,439,9169.2222,164.4444,2611.6667,1691.3333,337,87,251.6667,15344.7778,18.6667,6.2222,171.1111,131.3333,-28.1111,726.3333
54978,716,1137.1111,2722.1111,435.1111,9172,172,2550,1669.3333,332,89.1111,341.7778,14402.1111,16,-25.4444,161.3333,115.8889,-28.3333,706
54979,714,1169.2222,2789.2222,447.8889,9131,167,2622.2222,1696.6667,337.8889,132.1111,291.8889,18154.8889,91.6667,75,232.6667,187.3333,-30.8889,764
54980,714,1181.4444,2800.6667,441,9170.6667,160.5556,2640.1111,1709.1111,340.4444,96.7778,217.8889,18309.7778,18.8889,52.8889,202,157.3333,-28,742.3333
54981,714,1193.6667,2811.2222,442,9170,174.3333,2637,1719,342.6667,129,106.4444,14163.2222,18.5556,-42.2222,166.2222,130.1111,-24.5556,742.3333
54982,710,1159.6667,2791.3333,508.3333,9015.3333,133.4444,2657.6667,1698.5556,331.3333,170.8889,269.7778,10308.6667,45.3333,35.3333,170.8889,134,-25.8889,743.3333
54983,710,1158.3333,2788.7778,508.3333,9015.6667,133.5556,2655.2222,1697.1111,331,156.3333,283.1111,9303.4444,56,48.2222,136.3333,107.8889,-16.8889,762.2222
54984,709,1142.2222,2754.6667,539.7778,8910,106,2648.7778,1677.7778,325.3333,14.3333,286.2222,18189.1111,21.8889,37.8889,190.4444,155,-21.4444,776.3333
54985,708,1143,2756,543.5556,8904.6667,103.4444,2652.3333,1678.8889,326,166.3333,330.2222,16671.1111,45.2222,73.5556,208.5556,156.3333,-41.7778,697.3333
54986,712,1131.5556,2752.4444,543.4444,8925.8889,115,2637.8889,1671,321,124.7778,288.7778,17734.2222,46,20.2222,198.8889,155.8889,-28.7778,745.4444
54987,713,1125,2748.4444,554.2222,8901,128.2222,2620.3333,1662,318,130.7778,348.1111,18137,37.5556,70.6667,200.4444,154.3333,-35.8889,717.1111
54988,713,1131.8889,2745,563,8867.3333,107.3333,2637.6667,1670.1111,319,56.6667,309.7778,14932.8889,31.8889,34.8889,247.4444,177.3333,-53.4444,678.5556
54989,707.1111,1139.6667,2759,535.2222,8932.5556,109,2650,1679.4444,327.3333,4.4444,338,18938,27,52.2222,184.1111,149.2222,-20.7778,773.5556
54990,707,1160.2222,2795.8889,526.3333,8953.5556,114,2682,1697.7778,332,122,263.8889,16982.6667,30.4444,51.7778,203.5556,160.8889,-30.1111,744.6667
54991,714,1114,2717.2222,597,8758.7778,79,2638.3333,1652.1111,312,16.1111,332.6667,18765.5556,18,30,230.5556,204.1111,-25.8889,795.6667
54992,719,1138.3333,2753.2222,602.1111,8795.3333,138.7778,2614.6667,1676.8889,314,86.7778,361.4444,13517.8889,40,67.1111,189.7778,144.1111,-35.5556,726.1111
54993,769.1111,1006.1111,2696,619,8577,2.5556,2694.1111,1582.4444,273.4444,46.3333,981.4444,19301.6667,23.4444,78.1111,212.7778,171.2222,-24,761.4444
54994,769.1111,1022.8889,2719.6667,610.7778,8603.8889,6.6667,2713.5556,1596.2222,276.2222,63.2222,854,14332.4444,45.8889,-15.8889,164.5556,132.2222,-18.8889,767.4444
54995,748.1111,1082.4444,2786.8889,632,8545.6667,43.7778,2743.1111,1649.6667,293.5556,22.4444,797.3333,20036.5556,35.6667,51.4444,194.1111,160.7778,-21.7778,783.8889
54996,745.1111,1075.6667,2791,633,8547,33.3333,2757.6667,1641.2222,293.5556,46.3333,715.8889,20868.7778,97.4444,0,264.8889,185.7778,-66.3333,652
54997,732,1138.7778,2877.7778,637.1111,8549.4444,54,2823.7778,1714.1111,312,22,342.8889,18605.4444,31,-18.8889,204,152.7778,-33.8889,720.8889
54998,723.8889,1135.1111,2873.7778,617.5556,8616.7778,52.5556,2821.1111,1706.4444,317.3333,62,339.8889,18097.8889,15.7778,-12.1111,188.5556,146.5556,-28.3333,736.1111
54999,727.2222,1128,2869.5556,621,8602.6667,44.8889,2824.6667,1699.6667,314,3,342.6667,17468.6667,33.3333,-41.4444,195,138.8889,-41.1111,681.2222
55000,721,1129,2871.6667,614,8630.5556,45.6667,2826.3333,1700.3333,318,89,383.7778,15573.4444,12.6667,14.8889,159.7778,121.2222,-21,743.2222
55001,737.8889,1112.6667,2857.2222,610,8613.2222,35,2822.1111,1683.5556,306,110.4444,392.1111,10891.2222,47.2222,-54.7778,157.8889,119,-22.7778,740.8889
55002,742.1111,1113,2857,609.4444,8606.8889,34.5556,2823,1683,304,3.3333,407.4444,17407.8889,18,-27.6667,223.5556,165.6667,-33,729
55003,701.6667,1180.6667,2849.5556,462.3333,9153.6667,143.4444,2706.1111,1734,349.6667,97,232.1111,10949.3333,51,-20.5556,211.8889,128.1111,-52.1111,604
55004,701,1170.2222,2841.3333,472.3333,9113.8889,143,2698.3333,1726.3333,347.5556,158,351.5556,13005,26.7778,16.6667,169,134.5556,-18.5556,769.4444
55005,706.7778,1139.3333,2791.4444,450.6667,9194,136,2655,1699.6667,340.1111,118.1111,523.4444,13255.3333,30.3333,26.1111,153.3333,129.6667,-11.1111,800.4444
55006,701,1175.7778,2837.1111,453.7778,9182.7778,142.3333,2694.8889,1728.2222,349.6667,171.1111,319.7778,16321.5556,12.5556,38.4444,195.8889,157.1111,-21.8889,769.5556
55007,703.5556,1144.8889,2800.1111,447.6667,9214.4444,136,2663.7778,1702.8889,343.4444,5.4444,432.7778,17871.6667,20.3333,41.1111,232,176.7778,-36.3333,723.7778
55008,703,1152.2222,2808.5556,446.3333,9213.4444,137.7778,2670.8889,1708.8889,345.5556,165.4444,389.6667,10352.6667,46.8889,8.5556,160.6667,131.8889,-17,781
55009,698,1177,2847,485,9037,153.1111,2693.8889,1731.5556,349.5556,185,339.3333,12007,54.1111,37.1111,176.2222,137.5556,-23,753.1111
55010,698,1192.6667,2869,483.4444,9044.1111,159.2222,2709.6667,1745.5556,352.5556,81.4444,309.2222,15537.8889,16.7778,32.4444,162.8889,127.1111,-18.7778,761.5556
55011,699,1159.6667,2803.2222,484.4444,9046.1111,149.4444,2653.8889,1707.5556,344.7778,196.1111,375.4444,14919.5556,22.3333,-10.4444,182.6667,145.6667,-19.5556,768.4444
55012,698,1166.6667,2810.5556,485.5556,9045.1111,153.6667,2657,1712.8889,346.2222,189.3333,381.6667,12371,31,27.7778,154.7778,114.7778,-20.1111,728.8889
55013,701,1167.6667,2842.6667,475.3333,9100.7778,152.7778,2690,1726,347.3333,194,394.3333,13717.7778,33.2222,40.3333,188.3333,150.7778,-21.4444,767.5556
